nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{19}_{12}Mg7,12,7,Mg,,,,,FALSE,4.00208e-12,0,,2P,1,,,,,,,,,,,,19034179.92,64.413,31838.394,60.001
^{20}_{12}Mg8,12,8,Mg,,,,,FALSE,0.0904,7e-4,,B+,1,,B+P,0.303,0.012,,,,,,,,20018763.075,2,17477.694,1.863
^{21}_{12}Mg9,12,9,Mg,,,,,FALSE,0.122,0.003,,EC+B+,1,,B+P,0.326,0.01,B+A,0.005,,-0.983,0.007,,,21011705.764,0.81,10903.851,0.755
^{22}_{12}Mg10,12,10,Mg,,,,,FALSE,3.8755,0.0012,,EC+B+,1,,,,,,,,,,,,21999570.597,0.17,-399.986,0.159
^{23}_{12}Mg11,12,11,Mg,,,,,FALSE,11.3046,0.0045,,EC+B+,1,,,,,,,,-0.5363,3e-4,0.114,0.003,22994123.768,0.034,-5473.675,0.032
^{24}_{12}Mg12,12,12,Mg,3.057,0.0016,0.7896500000000001,4.9e-4,TRUE,,,,,,,,,,,,,1.08,0.03,-0.29,0.03,23985041.689,0.013,-13933.578,0.013
^{25}_{12}Mg13,12,13,Mg,3.0284,0.0022,0.10010999999999999,1.3e-4,TRUE,,,,,,,,,,,,,-0.85533,3e-5,0.199,0.002,24985836.966,0.05,-13192.782,0.047
^{26}_{12}Mg14,12,14,Mg,3.0337,0.0018,0.11025,3.7999999999999997e-4,TRUE,,,,,,,,,,,,,1.1,0.3,-0.21,0.02,25982592.972,0.031,-16214.544,0.029
^{27}_{12}Mg15,12,15,Mg,,,,,FALSE,567.48,0.72,,B-,1,,,,,,,,-0.4106,0.0015,,,26984340.647,0.05,-14586.594,0.047
^{28}_{12}Mg16,12,16,Mg,,,,,FALSE,75294,32.4,,B-,1,,,,,,,,,,,,27983875.426,0.28,-15019.946,0.261
^{29}_{12}Mg17,12,17,Mg,,,,,FALSE,1.3,0.12,,B-,1,,,,,,,,0.9779,6e-4,-0.16,0.04,28988607.163,0.369,-10612.36,0.345
^{30}_{12}Mg18,12,18,Mg,,,,,FALSE,0.335,0.017,,B-,1,,,,,,,,,,,,29990465.454,1.39,-8881.373,1.295
^{31}_{12}Mg19,12,19,Mg,,,,,FALSE,0.27,0.002,,B-,1,,B-N,0.062,0.019,,,,-0.8834,1.5e-4,,,30996648.232,3.3,-3122.152,3.074
^{32}_{12}Mg20,12,20,Mg,,,,,FALSE,0.086,0.005,,B-,1,,B-N,0.055,0.005,,,,,,,,31999110.138,3.5,-828.901,3.26
^{33}_{12}Mg21,12,21,Mg,,,,,FALSE,0.0905,0.0016,,B-,1,,B-N,0.14,0.02,,,,-0.7455,5e-4,0.13,0.09,33005327.862,2.859,4962.873,2.663
^{34}_{12}Mg22,12,22,Mg,,,,,FALSE,0.02,0.01,,B-,1,,B-N,,,,,,,,,,34008935.455,7.4,8323.324,6.893
^{35}_{12}Mg23,12,23,Mg,,,,,FALSE,0.0113,6e-4,,B-,1,,B-N,0.52,0.46,B-3N,,,,,,,35016790,289.5,15639.786,269.668
^{36}_{12}Mg24,12,24,Mg,,,,,FALSE,0.0076,6.5e-4,,B-,1,,B-N,,,,,,,,,,36021879,741,20380.159,690.237
^{37}_{12}Mg25,12,25,Mg,,,,,FALSE,0.008,0.004,,N,,,B-N,,,B-,,,,,,,37030286.265,750.35,28211.478,698.947
^{38}_{12}Mg26,12,26,Mg,,,,,FALSE,,,,B-,1,,B-N,,,B-2N,,,,,,,38036580,540,34074,503
^{39}_{12}Mg27,12,27,Mg,,,,,FALSE,1.8e-7,,,N,,,,,,,,,,,,,39045921,551,42775,513
^{40}_{12}Mg28,12,28,Mg,,,,,FALSE,,,,B-,1,,B-7N,,,B-6N,,,,,,,40053194,537,49550,500
^{21}_{13}Al8,13,8,Al,,,,,FALSE,3.5e-8,,,P,,,,,,,,,,,,,21029082,644,27090,600
^{22}_{13}Al9,13,9,Al,,,,,FALSE,0.0911,5e-4,,EC+B+,1,,B+P,0.55,0.03,B+2P,0.011000000000000001,0.001,,,,,22019540,430,18201,401
^{23}_{13}Al10,13,10,Al,,,,,FALSE,0.446,0.006,,EC+B+,1,,ECP,0.0104,3e-4,,,,3.89,0.02,,,23007244.351,0.37,6748.071,0.345
^{24}_{13}Al11,13,11,Al,,,,,FALSE,2.053,0.004,,EC+B+,1,,ECA,3.5000000000000005e-4,6e-5,ECP,1.6e-5,2.9999999999999997e-6,2.99,0.09,,,23999947.598,0.244,-48.812,0.228
^{25}_{13}Al12,13,12,Al,,,,,FALSE,7.183,0.012,,EC+B+,1,,,,,,,,3.6447,0.0012,0.24,0.02,24990428.308,0.069,-8915.974,0.065
^{26}_{13}Al13,13,13,Al,,,,,FALSE,22626315923782.5,757366223390.208,0,EC+B+,1,,,,,,,,2.803,0.004,0.26,0.03,25986891.876,0.071,-12210.139,0.066
^{27}_{13}Al14,13,14,Al,3.061,0.0031,1,,TRUE,,,,,,,,,,,,,3.6407,2e-5,0.1466,0.001,26981538.408,0.05,-17196.864,0.047
^{28}_{13}Al15,13,15,Al,,,,,FALSE,134.7,0.12,,B-,1,,,,,,,,3.241,0.005,0.172,0.012,27981910.009,0.052,-16850.719,0.049
^{29}_{13}Al16,13,16,Al,,,,,FALSE,393.6,3.6,,B-,1,,,,,,,,,,,,28980453.164,0.37,-18207.762,0.345
^{30}_{13}Al17,13,17,Al,,,,,FALSE,3.62,0.06,,B-,1,,,,,,,,3.012,0.007,,,29982969.171,2.077,-15864.116,1.936
^{31}_{13}Al18,13,18,Al,,,,,FALSE,0.644,0.025,,B-,1,,B-N,0.016,,,,,3.832,0.005,0.134,0.002,30983949.754,2.4,-14950.709,2.236
^{32}_{13}Al19,13,19,Al,,,,,FALSE,0.033,2e-4,,B-,1,,B-N,0.006999999999999999,0.005,,,,1.953,0.002,0.0255,3e-4,31988084.338,7.7,-11099.368,7.173
^{33}_{13}Al20,13,20,Al,,,,,FALSE,0.0417,2e-4,,B-,1,,B-N,0.085,0.006999999999999999,,,,4.09,0.005,0.141,0.003,32990877.685,7.5,-8497.382,6.986
^{34}_{13}Al21,13,21,Al,,,,,FALSE,0.0563,5e-4,,B-,1,,B-N,0.26,0.04,,,,2.157,0.016,0.038,0.005,33996781.924,2.259,-2997.619,2.105
^{35}_{13}Al22,13,22,Al,,,,,FALSE,0.0383,4e-4,,B-,1,,B-N,0.38,0.02,B-2N,0,,,,,,34999759.816,7.9,-223.73,7.359
^{36}_{13}Al23,13,23,Al,,,,,FALSE,0.09,0.04,,B-,1,,B-N,0.31,,,,,,,,,36006388,160.5,5950.384,149.505
^{37}_{13}Al24,13,24,Al,,,,,FALSE,0.0107,0.0013,,B-,1,,B-N,,,,,,,,,,37010531,193.5,9809.564,180.244
^{38}_{13}Al25,13,25,Al,,,,,FALSE,0.009,7e-4,,B-N,,,B-2N,,,B-,,,,,,,38017681,161,16470,150
^{39}_{13}Al26,13,26,Al,,,,,FALSE,0.0076,0.0016,,B-,1,,B-2N,,,B-N,,,,,,,39023070,322,21490,300
^{40}_{13}Al27,13,27,Al,,,,,FALSE,2.6e-7,,,B-,1,,B-2N,,,B-N,,,,,,,40030940,322,28820,300
^{41}_{13}Al28,13,28,Al,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,41037134,429,34590,400
^{42}_{13}Al29,13,29,Al,,,,,FALSE,1.7e-7,,,B-,,,B-N,,,B-2N,,,,,,,42045078,537,41990,500
^{43}_{13}Al30,13,30,Al,,,,,FALSE,1.7e-7,,,B-,,,B-N,,,B-2N,,,,,,,43051820,644,48270,600
^{22}_{14}Si8,14,8,Si,,,,,FALSE,0.029,0.002,,EC+B+,1,,B+P,0.32,0.04,,,,,,,,22036114,537,33640,500
^{23}_{14}Si9,14,9,Si,,,,,FALSE,0.0423,4e-4,,EC+B+,1,,ECP,0.88,,EC2P,0.036000000000000004,0.004,,,,,23025711,537,23950,500
^{24}_{14}Si10,14,10,Si,,,,,FALSE,0.1413,0.0015,,EC+B+,1,,ECP,0.324,0.013000000000000001,,,,,,,,24011535.43,20.904,10745.186,19.472
^{25}_{14}Si11,14,11,Si,,,,,FALSE,0.22,0.003,,EC+B+,1,,B+P,0.35,0.02,,,,,,,,25004108.798,10.735,3827.322,10
^{26}_{14}Si12,14,12,Si,,,,,FALSE,2.2453,7e-4,1,EC+B+,1,,,,,,,,,,,,25992333.818,0.115,-7141.003,0.108
^{27}_{14}Si13,14,13,Si,,,,,FALSE,4.15,0.04,,EC+B+,1,,,,,,,,-0.8652,3e-4,0.063,0.014,26986704.687,0.115,-12384.505,0.107
^{28}_{14}Si14,14,14,Si,3.1224,0.0024,0.922545,3.7000000000000005e-5,TRUE,,,,,,,,,,,,,,,,,27976926.53442,5.5e-4,-21492.79711,5.1e-4
^{29}_{14}Si15,14,15,Si,3.1176,0.0052,0.04672,1.6e-4,TRUE,,,,,,,,,,,,,-0.555052,3e-6,,,28976494.66434,6e-4,-21895.08154,5.6e-4
^{30}_{14}Si16,14,16,Si,3.1336,0.004,0.030735000000000002,2.1e-5,TRUE,,,,,,,,,,,,,0.9,0.2,-0.05,0.06,29973770.137,0.023,-24432.962,0.022
^{31}_{14}Si17,14,17,Si,,,,,FALSE,9434.4,12,,B-,1,,,,,,,,,,,,30975363.196,0.046,-22949.037,0.043
^{32}_{14}Si18,14,18,Si,,,,,FALSE,4954437378.01094,220898481.822144,,B-,1,,,,,,,,,,,,31974151.538,0.32,-24077.689,0.298
^{33}_{14}Si19,14,19,Si,,,,,FALSE,6.11,0.21,,B-,1,,,,,,,,1.21,0.03,,,32977976.964,0.75,-20514.328,0.699
^{34}_{14}Si20,14,20,Si,,,,,FALSE,2.77,0.2,,B-,1,,,,,,,,,,,,33978538.045,0.86,-19991.684,0.801
^{35}_{14}Si21,14,21,Si,,,,,FALSE,0.78,0.12,,B-,1,,B-N,0.05,,,,,-1.639,0.004,,,34984550.111,38.494,-14391.48,35.857
^{36}_{14}Si22,14,22,Si,,,,,FALSE,0.45,0.06,,B-,1,,B-N,0.1,,,,,,,,,35986649.271,77.077,-12436.125,71.797
^{37}_{14}Si23,14,23,Si,,,,,FALSE,0.09,0.06,,B-,1,,B-N,0.17,0.13,B-2N,,,,,,,36992945.191,122.179,-6571.512,113.809
^{38}_{14}Si24,14,24,Si,,,,,FALSE,0.063,0.008,,B-,1,,B-N,0.25,0.1,,,,,,,,37995523,112.5,-4170.299,104.793
^{39}_{14}Si25,14,25,Si,,,,,FALSE,0.0475,0.002,,B-,1,,B-2N,,,B-N,,,,,,,39002491,145.5,2320.352,135.532
^{40}_{14}Si26,14,26,Si,,,,,FALSE,0.033,0.001,,B-,1,,B-2N,,,B-N,,,,,,,40006083.641,130.962,5666.876,121.991
^{41}_{14}Si27,14,27,Si,,,,,FALSE,0.02,0.0025,,B-,1,,B-N,0,,,,,,,,,41014171,322,13200,300
^{42}_{14}Si28,14,28,Si,,,,,FALSE,0.0125,0.0035,,B-,1,,B-N,,,B-2N,,,,,,,42018078,322,16840,300
^{43}_{14}Si29,14,29,Si,,,,,FALSE,6e-8,,,B-,,,B-N,,,B-2N,,,,,,,43026119,429,24330,400
^{44}_{14}Si30,14,30,Si,,,,,FALSE,3.6e-7,,,B-,1,,B-N,,,,,,,,,,44031466,537,29310,500
^{25}_{15}P10,15,10,P,,,,,FALSE,3e-8,,,P,1,,,,,,,,,,,,25021675,429,20190,400
^{26}_{15}P11,15,11,P,,,,,FALSE,0.0437,6e-4,2,EC+B+,1,,ECP,0.368,0.02,EC2P,0.0216,0.0024,,,,,26011780,210,10973,196
^{27}_{15}P12,15,12,P,,,,,FALSE,0.26,0.08,,EC+B+,1,,B+P,7.000000000000001e-4,,,,,,,,,26999292.499,9.662,-659.032,9.001
^{28}_{15}P13,15,13,P,,,,,FALSE,0.2703,5e-4,,EC+B+,1,,ECP,1.3e-5,4e-6,ECA,8.599999999999999e-6,2.5e-6,0.312,0.003,0.137,0.014,27992326.46,1.231,-7147.856,1.147
^{29}_{15}P14,15,14,P,,,,,FALSE,4.142,0.015,,EC+B+,1,,,,,,,,1.2344,3e-4,,,28981800.368,0.385,-16952.849,0.359
^{30}_{15}P15,15,15,P,,,,,FALSE,149.88,0.24,,EC+B+,1,,,,,,,,,,,,29978313.49,0.069,-20200.856,0.065
^{31}_{15}P16,15,16,P,3.1889,0.0019,1,,TRUE,,,,,,,,,,,,,1.130925,5e-6,,,30973761.99768,8e-4,-24440.54442,7.5e-4
^{32}_{15}P17,15,17,P,,,,,FALSE,1232755.2,432,,B-,1,,,,,,,,-0.2528,2e-4,,,31973907.643,0.042,-24304.876,0.04
^{33}_{15}P18,15,18,P,,,,,FALSE,2190240,9504,,B-,1,,,,,,,,,,,,32971725.692,1.17,-26337.35,1.09
^{34}_{15}P19,15,19,P,,,,,FALSE,12.43,0.1,,B-,1,,,,,,,,,,,,33973645.886,0.87,-24548.702,0.81
^{35}_{15}P20,15,20,P,,,,,FALSE,47.3,0.8,,B-,1,,,,,,,,,,,,34973314.045,2.003,-24857.809,1.866
^{36}_{15}P21,15,21,P,,,,,FALSE,5.6,0.3,,B-,1,,,,,,,,,,,,35978259.61,14.078,-20251.045,13.114
^{37}_{15}P22,15,22,P,,,,,FALSE,2.31,0.13,,B-,1,,,,,,,,,,,,36979606.942,40.738,-18996.012,37.948
^{38}_{15}P23,15,23,P,,,,,FALSE,0.64,0.14,,B-,1,,B-N,0.12,0.05,,,,,,,,37984303.105,77.918,-14621.565,72.581
^{39}_{15}P24,15,24,P,,,,,FALSE,0.28,0.04,,B-,1,,B-N,0.26,0.08,,,,,,,,38986285.865,120.929,-12774.636,112.645
^{40}_{15}P25,15,25,P,,,,,FALSE,0.15,0.008,,B-,1,,B-N,0.158,0.021,B-2N,,,,,,,39991262.221,89.755,-8139.189,83.607
^{41}_{15}P26,15,26,P,,,,,FALSE,0.101,0.005,,B-,1,,B-N,0.3,0.1,,,,,,,,40994654,129,-4979.767,120.163
^{42}_{15}P27,15,27,P,,,,,FALSE,0.0485,0.0015,,B-,1,,B-N,0.5,0.2,B-2N,,,,,,,42001172.14,101.996,1091.842,95.009
^{43}_{15}P28,15,28,P,,,,,FALSE,0.0365,0.0015,,B-,1,,B-N,1,,B-2N,,,,,,,43005411,322,5040,300
^{44}_{15}P29,15,29,P,,,,,FALSE,0.0185,0.0025,,B-,,,B-N,,,,,,,,,,44011927,429,11110,400
^{45}_{15}P30,15,30,P,,,,,FALSE,2e-7,,,B-,,,,,,,,,,,,,45017134,537,15960,500
^{46}_{15}P31,15,31,P,,,,,FALSE,,,,B-,1,,,,,,,,,,,,46024520,537,22840,500
^{26}_{16}S10,16,10,S,,,,,FALSE,7.9e-8,,,P,,,,,,,,,,,,,26029716,644,27680,600
^{27}_{16}S11,16,11,S,,,,,FALSE,0.0155,0.0015,,EC+B+,1,,B+P,0.023,0.009000000000000001,B+2P,0.011000000000000001,0.005,,,,,27018777,430,17491,400
^{28}_{16}S12,16,12,S,,,,,FALSE,0.125,0.01,,EC+B+,1,,ECP,0.207,0.02,,,,,,,,28004372.762,171.767,4073.203,160
^{29}_{16}S13,16,13,S,,,,,FALSE,0.188,0.004,,EC+B+,1,,ECP,0.47,0.05,,,,,,,,28996678,14,-3094.423,13.041
^{30}_{16}S14,16,14,S,,,,,FALSE,1.178,0.005,,EC+B+,1,,,,,,,,,,,,29984906.77,0.221,-14059.254,0.206
^{31}_{16}S15,16,15,S,,,,,FALSE,2.5534,0.0018,,EC+B+,1,,,,,,,,0.48793,8e-5,,,30979557.002,0.246,-19042.531,0.229
^{32}_{16}S16,16,16,S,3.2611,0.0018,0.9484999999999999,0.00255,TRUE,,,,,,,,,,,,,,,,,31972071.17354,0.00141,-26015.53714,0.00131
^{33}_{16}S17,16,17,S,,,0.0076300000000000005,2e-4,TRUE,,,1/2,,,,,,,,,,0.64325,2e-5,-0.694,0.004,32971458.90862,0.00144,-26585.8583,0.00134
^{34}_{16}S18,16,18,S,3.2847,0.0021,0.04365,0.0023499999999999997,TRUE,,,,,,,,,,,,,1,0.2,0.04,0.03,33967867.011,0.047,-29931.689,0.045
^{35}_{16}S19,16,19,S,,,,,FALSE,7548768,3456,,B-,1,,,,,,,,1,0.04,-0.483,0.003,34969032.321,0.043,-28846.21,0.04
^{36}_{16}S20,16,20,S,3.2985,0.0024,1.5800000000000002e-4,1.7e-5,TRUE,,,,,,,,,,,,,,,,,35967080.692,0.201,-30664.141,0.188
^{37}_{16}S21,16,21,S,,,,,FALSE,303,1.2,,B-,1,,,,,,,,,,,,36971125.5,0.212,-26896.426,0.198
^{38}_{16}S22,16,22,S,,,,,FALSE,10218,42,,B-,1,,,,,,,,,,,,37971163.3,7.699,-26861.216,7.172
^{39}_{16}S23,16,23,S,,,,,FALSE,11.5,0.5,,B-,1,,,,,,,,,,,,38975133.85,53.677,-23162.672,50
^{40}_{16}S24,16,24,S,,,,,FALSE,8.8,2.2,,B-,1,,,,,,,,-0.02,0.12,,,39975482.561,4.274,-22837.85,3.982
^{41}_{16}S25,16,25,S,,,,,FALSE,1.99,0.05,,B-,1,,B-N,,,,,,,,,,40979593.451,4.4,-19008.58,4.099
^{42}_{16}S26,16,26,S,,,,,FALSE,1.016,0.015,,B-,1,,B-N,0.04,,,,,,,,,41981065.1,3,-17637.748,2.794
^{43}_{16}S27,16,27,S,,,,,FALSE,0.265,0.015,,B-,1,,B-N,0.4,0.1,,,,1.11,0.014,0.23,0.03,42986907.635,5.335,-12195.461,4.97
^{44}_{16}S28,16,28,S,,,,,FALSE,0.1,0.001,,B-,1,,B-N,0.18,0.03,,,,,,,,43990118.846,5.6,-9204.236,5.216
^{45}_{16}S29,16,29,S,,,,,FALSE,0.068,0.002,,B-,1,,B-N,0.54,,,,,,,,,44996414,322,-3340,300
^{46}_{16}S30,16,30,S,,,,,FALSE,0.05,0.008,,B-,1,,,,,,,,,,,,46000687,429,640,400
^{48}_{16}S32,16,32,S,,,,,FALSE,,,,B-,,,,,,,,,,,,,48013301,537,12390,500
^{29}_{17}Cl12,17,12,Cl,,,,,FALSE,2e-8,,,P,1,,,,,,,,,,,,29015053,203,14022,189
^{30}_{17}Cl13,17,13,Cl,,,,,FALSE,3e-8,,,P,,,,,,,,,,,,,30005018.333,25.631,4674.548,23.876
^{31}_{17}Cl14,17,14,Cl,,,,,FALSE,0.19,0.001,,EC+B+,1,,ECP,0.024,0.002,,,,,,,,30992448.097,3.7,-7034.552,3.447
^{32}_{17}Cl15,17,15,Cl,,,,,FALSE,0.298,0.001,,EC+B+,1,,ECA,5.4e-4,8e-5,ECP,2.6e-4,5e-5,1.115,0.006,,,31985684.605,0.603,-13334.706,0.562
^{33}_{17}Cl16,17,16,Cl,,,,,FALSE,2.511,0.004,,EC+B+,1,,,,,,,,0.7547,3e-4,,,32977451.988,0.419,-21003.34,0.391
^{34}_{17}Cl17,17,17,Cl,,,,,FALSE,1.5266,4e-4,,EC+B+,1,,,,,,,,,,,,33973762.49,0.052,-24440.086,0.049
^{35}_{17}Cl18,17,18,Cl,3.3654,0.0191,0.758,0.0017000000000000001,TRUE,,,,,,,,,,,,,0.8217,2e-5,-0.0817,8e-4,34968852.694,0.038,-29013.532,0.035
^{36}_{17}Cl19,17,19,Cl,,,,,FALSE,9508101796144.57,47335388961.888,,B-,0.981,0.001,EC+B+,0.019,0.001,,,,1.2849,3e-4,-0.178,0.004,35968306.822,0.038,-29522.008,0.036
^{37}_{17}Cl20,17,20,Cl,3.384,0.017,0.242,0.0017000000000000001,TRUE,,,,,,,,,,,,,0.684,1e-5,-0.0644,6e-4,36965902.573,0.055,-31761.552,0.052
^{38}_{17}Cl21,17,21,Cl,,,,,FALSE,2233.8,0.84,,B-,1,,,,,,,,2.05,0.02,,,37968010.408,0.105,-29798.116,0.098
^{39}_{17}Cl22,17,22,Cl,,,,,FALSE,3372,36,,B-,1,,,,,,,,,,,,38968008.151,1.859,-29800.218,1.732
^{40}_{17}Cl23,17,23,Cl,,,,,FALSE,81,1.8,,B-,1,,,,,,,,,,,,39970415.466,34.423,-27557.818,32.066
^{41}_{17}Cl24,17,24,Cl,,,,,FALSE,38.4,0.8,,B-,1,,,,,,,,,,,,40970684.525,73.777,-27307.192,68.723
^{42}_{17}Cl25,17,25,Cl,,,,,FALSE,6.8,0.3,,B-,1,,,,,,,,,,,,41973342,64,-24831.77,59.616
^{43}_{17}Cl26,17,26,Cl,,,,,FALSE,3.13,0.09,,B-,1,,,,,,,,,,,,42974063.7,66.407,-24159.51,61.859
^{44}_{17}Cl27,17,27,Cl,,,,,FALSE,0.56,0.11,,B-,1,,B-N,0.08,,,,,-0.5498,4e-4,,,43978014.918,91.859,-20478.973,85.566
^{45}_{17}Cl28,17,28,Cl,,,,,FALSE,0.413,0.025,,B-,1,,B-N,0.24,0.04,,,,,,,,44980394.353,146.177,-18262.544,136.163
^{46}_{17}Cl29,17,29,Cl,,,,,FALSE,0.232,0.002,,B-,1,,B-N,0.6,0.09,,,,,,,,45985254.926,104.4,-13734.949,97.249
^{47}_{17}Cl30,17,30,Cl,,,,,FALSE,0.101,0.006,,B-,1,,B-N,0.03,,,,,,,,,46989715,215,-9580,200
^{48}_{17}Cl31,17,31,Cl,,,,,FALSE,,,,B-,,,,,,,,,,,,,47995405,537,-4280,500
^{49}_{17}Cl32,17,32,Cl,,,,,FALSE,1.7e-7,,,B-,,,,,,,,,,,,,49000794,429,740,400
^{50}_{17}Cl33,17,33,Cl,,,,,FALSE,,,,B-,1,,B-N,,,B-2N,,,,,,,50008266,429,7700,400
^{51}_{17}Cl34,17,34,Cl,,,,,FALSE,,,,B-,1,,,,,,,,,,,,51015341,751,14290,700
^{52}_{17}Cl35,17,35,Cl,,,,,FALSE,,,,B-,1,,B-6N,,,B-5N,,,,,,,52024004,751,22360,700
^{30}_{18}Ar12,18,12,Ar,,,,,FALSE,1e-11,,,2P,1,,,,,,,,,,,,30023694,192,22071,179
^{31}_{18}Ar13,18,13,Ar,,,,,FALSE,0.015,3e-4,,EC+B+,1,,B+P,0.6829999999999999,0.003,B+2P,0.08900000000000001,0.002,,,,,31012158,215,11325,200
^{32}_{18}Ar14,18,14,Ar,3.3468,0.0062,,,FALSE,0.098,0.002,,EC+B+,1,,ECP,0.3558,0.0022,,,,,,,,31997637.824,1.9,-2200.352,1.77
^{33}_{18}Ar15,18,15,Ar,3.3438,0.0058,,,FALSE,0.173,0.002,,EC+B+,1,,ECP,0.387,0.01,,,,-0.723,0.006,,,32989925.545,0.43,-9384.295,0.401
^{34}_{18}Ar16,18,16,Ar,3.3654,0.004,,,FALSE,0.8438,4e-4,,EC+B+,1,,,,,,,,,,,,33980270.092,0.083,-18378.293,0.078
^{35}_{18}Ar17,18,17,Ar,3.3636,0.0042,,,FALSE,1.7756,0.001,,EC+B+,1,,,,,,,,0.632,2e-4,-0.084,0.015,34975257.719,0.73,-23047.289,0.68
^{36}_{18}Ar18,18,18,Ar,3.3905,0.0023,0.003336,2.1e-4,TRUE,,,,,,,,,,,,,1,0.4,0.11,0.06,35967545.106,0.028,-30231.542,0.027
^{37}_{18}Ar19,18,19,Ar,3.3908,0.0022,,,FALSE,3024950.4,1641.6,,EC,1,,,,,,,,1.146,0.005,0.076,0.003,36966776.301,0.221,-30947.679,0.207
^{38}_{18}Ar20,18,20,Ar,3.4028,0.0019,6.29e-4,7.000000000000001e-5,TRUE,,,,,,,,,,,,,0.48,0.24,,,37962732.102,0.209,-34714.827,0.195
^{39}_{18}Ar21,18,21,Ar,3.4093,0.0031,,,FALSE,8457256161.1906605,252455407.796736,,B-,1,,,,,,,,-1.59,0.015,-0.116,0.002,38964313.037,5.367,-33242.195,5
^{40}_{18}Ar22,18,22,Ar,3.4274,0.0026,0.996035,2.5e-4,TRUE,,,,,,,,,,,,,-0.04,0.06,0.01,0.04,39962383.12204,0.00234,-35039.89997,0.00218
^{41}_{18}Ar23,18,23,Ar,3.4251,0.003,,,FALSE,6576.6,2.4,,B-,1,,,,,,,,-1.31,0.008,-0.042,0.004,40964500.57,0.372,-33067.51,0.347
^{42}_{18}Ar24,18,24,Ar,3.4414,0.0041,,,FALSE,1038222864.56408,34712618.5720512,,B-,1,,,,,,,,,,,,41963045.737,6.2,-34422.678,5.775
^{43}_{18}Ar25,18,25,Ar,3.4354,0.0039,,,FALSE,322.2,3.6,,B-,1,,,,,,,,-1.022,0.006,0.142,0.014,42965636.056,5.7,-32009.811,5.31
^{44}_{18}Ar26,18,26,Ar,3.4454,0.0046,,,FALSE,712.2,3,,B-,1,,,,,,,,,,,,43964923.814,1.7,-32673.26,1.584
^{45}_{18}Ar27,18,27,Ar,,,,,FALSE,21.48,0.15,,B-,1,,,,,,,,,,,,44968039.731,0.55,-29770.801,0.512
^{46}_{18}Ar28,18,28,Ar,3.4377,0.0044,,,FALSE,8.4,0.6,,B-,1,,,,,,,,,,,,45968039.244,2.5,-29771.255,2.329
^{47}_{18}Ar29,18,29,Ar,,,,,FALSE,1.23,0.03,,B-,1,,B-N,0.002,,,,,,,,,46972767.112,1.3,-25367.274,1.211
^{48}_{18}Ar30,18,30,Ar,,,,,FALSE,0.416,0.019,,B-,1,,B-N,0.38,0.06,,,,,,,,47976001,18,-22354.927,16.767
^{49}_{18}Ar31,18,31,Ar,,,,,FALSE,0.17,0.05,,B-,1,,B-N,0.65,0.2,,,,,,,,48981685,429,-17060,400
^{50}_{18}Ar32,18,32,Ar,,,,,FALSE,0.106,0.006,,B-,1,,B-N,0.37,0.07,B-2N,,,,,,,49985797,537,-13230,500
^{51}_{18}Ar33,18,33,Ar,,,,,FALSE,,,,B-,1,,,,,,,,,,,,50993033,429,-6490,400
^{52}_{18}Ar34,18,34,Ar,,,,,FALSE,,,,B-,1,,B-2N,,,B-3N,,,,,,,51998519,644,-1380,600
^{53}_{18}Ar35,18,35,Ar,,,,,FALSE,6.2e-7,,,B-2N,,,B-N,,,B-,,,,,,,53007290,750,6791,699
^{31}_{19}K12,19,12,K,,,,,FALSE,1e-11,,,P,1,,,,,,,,,,,,31036780,322,34260,300
^{33}_{19}K14,19,14,K,,,,,FALSE,2.5e-8,,,P,,,,,,,,,,,,,33008095,215,7540,200
^{34}_{19}K15,19,15,K,,,,,FALSE,2.5e-8,,,P,,,,,,,,,,,,,33998690,210,-1220,196
^{35}_{19}K16,19,16,K,,,,,FALSE,0.178,0.008,,EC+B+,1,,ECP,0.0037,0.0015,,,,0.392,0.007,,,34988005.406,0.55,-11172.893,0.512
^{36}_{19}K17,19,17,K,,,,,FALSE,0.341,0.003,,EC+B+,1,,ECP,4.8e-4,1.4000000000000001e-4,ECA,3.4e-5,1.3e-5,0.548,0.001,,,35981301.887,0.349,-17417.182,0.325
^{37}_{19}K18,19,18,K,,,,,FALSE,1.225,0.007,,EC+B+,1,,,,,,,,0.20321,6e-5,0.109,0.004,36973375.89,0.1,-24800.201,0.094
^{38}_{19}K19,19,19,K,3.4264,0.0051,,,FALSE,459.06,1.14,,EC+B+,1,,,,,,,,1.371,0.006,,,37969081.114,0.209,-28800.76,0.195
^{39}_{19}K20,19,20,K,3.4349,0.0019,0.932581,4.4000000000000006e-5,TRUE,,,,,,,,,,,,,0.39147,8e-6,0.603,0.006,38963706.48482,0.00489,-33807.19535,0.00456
